isolate,location,year,treatment,genus,chem,hrs,rep,set,trial,conc,od600,species,tissue
VAL1702_56,IL,2017,NTC,Pythium ,gr,14,3,12,1,0,0.3178,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,gr,18,1,12,1,0,0.5035,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,gr,18,2,12,1,0,0.4722,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,gr,18,3,12,1,0,0.4775,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,gr,24,1,12,1,0,0.7217,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,gr,24,2,12,1,0,0.671,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,gr,24,3,12,1,0,0.6806,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,gr,40,1,12,1,0,1.0987,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,gr,40,2,12,1,0,0.8824,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,gr,40,3,12,1,0,0.978,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,gr,45,1,12,1,0,1.1374,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,gr,45,2,12,1,0,0.9656,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,gr,45,3,12,1,0,1.0325,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,gr,48,1,12,1,0,1.1567,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,gr,48,2,12,1,0,1.0063,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,gr,48,3,12,1,0,1.0388,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,gr,62,1,12,1,0,1.197,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,gr,62,2,12,1,0,0.7434,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,gr,62,3,12,1,0,0.7398,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,24,1,12,1,0,0.7372,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,24,2,12,1,0,0.6528,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,24,3,12,1,0,0.7134,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,24,1,12,1,0.01,0.622,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,24,2,12,1,0.01,0.5977,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,24,3,12,1,0.01,0.6442,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,24,1,12,1,0.1,0.5855,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,24,2,12,1,0.1,0.4405,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,24,3,12,1,0.1,0.4792,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,24,1,12,1,0.5,0.2589,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,24,2,12,1,0.5,0.3462,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,24,3,12,1,0.5,0.3228,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,24,1,12,1,1,0.2113,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,24,2,12,1,1,0.2404,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,24,3,12,1,1,0.2249,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,24,1,12,1,10,0.178,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,24,2,12,1,10,0.1779,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,24,3,12,1,10,0.1764,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,24,1,12,1,100,0.2354,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,24,2,12,1,100,0.2229,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,24,3,12,1,100,0.174,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,48,1,12,1,0,1.0763,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,48,2,12,1,0,1.0609,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,48,3,12,1,0,1.1222,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,48,1,12,1,0.01,0.7469,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,48,2,12,1,0.01,0.9675,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,48,3,12,1,0.01,0.9355,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,48,1,12,1,0.1,0.8889,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,48,2,12,1,0.1,0.762,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,48,3,12,1,0.1,0.8586,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,48,1,12,1,0.5,0.664,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,48,2,12,1,0.5,0.7876,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,48,3,12,1,0.5,0.8569,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,48,1,12,1,1,0.5635,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,48,2,12,1,1,0.4016,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,48,3,12,1,1,0.5108,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,48,1,12,1,10,0.1529,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,48,2,12,1,10,0.1839,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,48,3,12,1,10,0.1952,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,48,1,12,1,100,0.2302,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,48,2,12,1,100,0.2118,Pythium sylvaticum,root
VAL1702_56,IL,2017,NTC,Pythium ,mefenoxam,48,3,12,1,100,0.1639,Pythium sylvaticum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,24,1,12,1,0,0.3614,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,24,2,12,1,0,0.283,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,24,3,12,1,0,0.4085,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,24,1,12,1,0.01,0.2022,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,24,2,12,1,0.01,0.3617,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,24,3,12,1,0.01,0.4812,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,24,1,12,1,0.1,0.2092,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,24,2,12,1,0.1,0.2015,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,24,3,12,1,0.1,0.3584,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,24,1,12,1,0.5,0.2812,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,24,2,12,1,0.5,0.3069,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,24,3,12,1,0.5,0.3918,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,24,1,12,1,1,0.1804,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,24,2,12,1,1,0.2505,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,24,3,12,1,1,0.2283,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,24,1,12,1,10,0.1674,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,24,2,12,1,10,0.2209,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,24,3,12,1,10,0.1908,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,24,1,12,1,100,0.1826,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,24,2,12,1,100,0.1585,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,24,3,12,1,100,0.1731,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,48,1,12,1,0,1.0222,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,48,2,12,1,0,0.8419,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,48,3,12,1,0,0.8491,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,48,1,12,1,0.01,0.7555,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,48,2,12,1,0.01,0.887,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,48,3,12,1,0.01,1.0341,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,48,1,12,1,0.1,0.543,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,48,2,12,1,0.1,0.6193,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,48,3,12,1,0.1,0.8502,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,48,1,12,1,0.5,0.6524,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,48,2,12,1,0.5,0.8877,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,48,3,12,1,0.5,0.9772,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,48,1,12,1,1,0.3215,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,48,2,12,1,1,0.6338,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,48,3,12,1,1,0.5223,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,48,1,12,1,10,0.1636,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,48,2,12,1,10,0.2294,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,48,3,12,1,10,0.1972,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,48,1,12,1,100,0.1982,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,48,2,12,1,100,0.1538,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,ethaboxam,48,3,12,1,100,0.1721,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,gr,0,1,12,1,0,0.1378,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,gr,0,2,12,1,0,0.1787,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,gr,0,3,12,1,0,0.1856,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,gr,14,1,12,1,0,0.2489,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,gr,14,2,12,1,0,0.2372,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,gr,14,3,12,1,0,0.2999,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,gr,18,1,12,1,0,0.3644,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,gr,18,2,12,1,0,0.3364,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,gr,18,3,12,1,0,0.418,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,gr,24,1,12,1,0,0.5305,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,gr,24,2,12,1,0,0.5114,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,gr,24,3,12,1,0,0.5773,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,gr,40,1,12,1,0,0.8186,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,gr,40,2,12,1,0,0.7613,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,gr,40,3,12,1,0,0.7985,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,gr,45,1,12,1,0,0.7689,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,gr,45,2,12,1,0,0.7668,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,gr,45,3,12,1,0,0.7949,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,gr,48,1,12,1,0,0.7603,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,gr,48,2,12,1,0,0.7405,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,gr,48,3,12,1,0,0.8014,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,gr,62,1,12,1,0,0.7445,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,gr,62,2,12,1,0,0.8019,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,gr,62,3,12,1,0,0.8033,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,24,1,12,1,0,0.6125,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,24,2,12,1,0,0.5828,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,24,3,12,1,0,0.6113,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,24,1,12,1,0.01,0.4334,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,24,2,12,1,0.01,0.3827,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,24,3,12,1,0.01,0.4431,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,24,1,12,1,0.1,0.1627,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,24,2,12,1,0.1,0.2203,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,24,3,12,1,0.1,0.169,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,24,1,12,1,0.5,0.1483,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,24,2,12,1,0.5,0.145,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,24,3,12,1,0.5,0.1886,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,24,1,12,1,1,0.1652,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,24,2,12,1,1,0.1755,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,24,3,12,1,1,0.1699,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,24,1,12,1,10,0.1715,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,24,2,12,1,10,0.204,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,24,3,12,1,10,0.1995,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,24,1,12,1,100,0.1844,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,24,2,12,1,100,0.162,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,24,3,12,1,100,0.1768,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,48,1,12,1,0,1.0005,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,48,2,12,1,0,0.9058,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,48,3,12,1,0,1.0047,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,48,1,12,1,0.01,0.86,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,48,2,12,1,0.01,0.8279,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,48,3,12,1,0.01,0.9544,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,48,1,12,1,0.1,0.3328,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,48,2,12,1,0.1,0.4267,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,48,3,12,1,0.1,0.2812,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,48,1,12,1,0.5,0.1781,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,48,2,12,1,0.5,0.155,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,48,3,12,1,0.5,0.1888,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,48,1,12,1,1,0.1922,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,48,2,12,1,1,0.1697,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,48,3,12,1,1,0.1857,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,48,1,12,1,10,0.1682,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,48,2,12,1,10,0.1841,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,48,3,12,1,10,0.1969,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,48,1,12,1,100,0.1929,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,48,2,12,1,100,0.1487,Pythium heterothallicum,root
VAL1702_57,IL,2017,NTC,Pythium ,mefenoxam,48,3,12,1,100,0.1697,Pythium heterothallicum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,24,1,12,1,0,0.3751,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,24,2,12,1,0,0.3446,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,24,3,12,1,0,0.3132,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,24,1,12,1,0.01,0.3342,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,24,2,12,1,0.01,0.374,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,24,3,12,1,0.01,0.395,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,24,1,12,1,0.1,0.319,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,24,2,12,1,0.1,0.2848,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,24,3,12,1,0.1,0.3411,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,24,1,12,1,0.5,0.3469,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,24,2,12,1,0.5,0.3726,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,24,3,12,1,0.5,0.3247,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,24,1,12,1,1,0.329,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,24,2,12,1,1,0.2773,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,24,3,12,1,1,0.2983,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,24,1,12,1,10,0.2238,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,24,2,12,1,10,0.1809,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,24,3,12,1,10,0.2177,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,24,1,12,1,100,0.2693,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,24,2,12,1,100,0.1979,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,24,3,12,1,100,0.1619,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,48,1,12,1,0,0.7497,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,48,2,12,1,0,0.7466,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,48,3,12,1,0,0.7025,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,48,1,12,1,0.01,0.7264,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,48,2,12,1,0.01,0.7034,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,48,3,12,1,0.01,0.7651,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,48,1,12,1,0.1,0.6385,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,48,2,12,1,0.1,0.6018,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,48,3,12,1,0.1,0.6837,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,48,1,12,1,0.5,0.6829,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,48,2,12,1,0.5,0.6492,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,48,3,12,1,0.5,0.6615,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,48,1,12,1,1,0.4261,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,48,2,12,1,1,0.3678,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,48,3,12,1,1,0.3387,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,48,1,12,1,10,0.2255,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,48,2,12,1,10,0.1652,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,48,3,12,1,10,0.2046,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,48,1,12,1,100,0.2596,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,48,2,12,1,100,0.2024,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,ethaboxam,48,3,12,1,100,0.1625,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,gr,0,1,12,1,0,0.1625,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,gr,0,2,12,1,0,0.1542,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,gr,0,3,12,1,0,0.2135,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,gr,14,1,12,1,0,0.194,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,gr,14,2,12,1,0,0.2009,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,gr,14,3,12,1,0,0.2408,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,gr,18,1,12,1,0,0.2181,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,gr,18,2,12,1,0,0.2435,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,gr,18,3,12,1,0,0.2893,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,gr,24,1,12,1,0,0.2807,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,gr,24,2,12,1,0,0.2865,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,gr,24,3,12,1,0,0.3451,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,gr,40,1,12,1,0,0.7422,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,gr,40,2,12,1,0,0.725,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,gr,40,3,12,1,0,0.7507,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,gr,45,1,12,1,0,0.7736,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,gr,45,2,12,1,0,0.7629,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,gr,45,3,12,1,0,0.7874,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,gr,48,1,12,1,0,0.7863,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,gr,48,2,12,1,0,0.783,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,gr,48,3,12,1,0,0.7967,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,gr,62,1,12,1,0,0.7714,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,gr,62,2,12,1,0,0.7383,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,gr,62,3,12,1,0,0.7533,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,mefenoxam,24,1,12,1,0,0.3155,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,mefenoxam,24,2,12,1,0,0.3249,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,mefenoxam,24,3,12,1,0,0.3017,Pythium sylvaticum,root
VAL1702_59,IL,2017,NTC,Pythium ,mefenoxam,24,1,12,1,0.01,0.3409,Pythium sylvaticum,root
